id_movie,name_collection,revenue
9334,The Scorpion King Collection,165333180
11470,Friday The 13Th Collection,16951798
5203,Wild Orchid Collection,0
557,Spider-Man Collection,821708551
12227,White Fang Collection,34793160
43643,White Fang Collection,0
1894,Star Wars Collection,649398328
15417,Philo & Clyde Collection,85
4614,The Jack Ryan Collection,193000000
2501,The Bourne Collection,214034224
9637,Scooby-Doo Collection,275650703
14774,Cheech & Chong Collection,0
11544,Lilo & Stitch Collection,145771527
21972,Like Mike Collection,0
608,Men In Black Collection,441818803
11442,Halloween Collection,37664855
10996,Stuart Little Collection,169956806
818,Austin Powers Collection,296655431
24130,Our Man Flint Collection,0
36645,The Modesty Blaise Collection,0
23728,Our Man Flint Collection,0
9488,Spy Kids Collection,119723358
7451,Xxx Collection,277448382
34070,Living Trilogy,0
9266,Blue Crush Collection,51842679
15070,Undisputed Collection,12398628
11243,Care Bears Collection,0
19975,Care Bears Collection,0
9595,Hot Shots! Collection,181096164
24038,976-Evil Collection,2955917
3127,Frankenstein (Hammer Series),0
10859,Stakeout Collection,0
10611,Barbershop Collection,75781642
4108,The Transporter Collection,43928932
18943,Ernest Collection,0
32685,Ernest Collection,0
18477,The Hills Have Eyes (Original) Collection,0
12262,The Hills Have Eyes (Original) Collection,25000000
9533,The Hannibal Lecter Anthology,209196298
10575,"Heaven, Hell And Purgatory Collection",0
1682,Godzilla (Showa) Collection,0
39462,Godzilla (Showa) Collection,0
18983,Godzilla (Showa) Collection,0
24348,Qatsi Collection,589244
82545,The Last Picture Show Collection,0
34600,Ernest Collection,0
39128,Ernest Collection,0
11868,Dracula (Hammer Series),0
10772,Django - Original Films,17277
77079,Django - Original Films,0
565,The Ring Collection,249348933
21925,Qatsi Collection,13308
10285,Friday The 13Th Collection,15938065
11009,Saturday Night Fever Collection,237113184
10805,Saturday Night Fever Collection,64892670
225,Man Of Marble/Iron Collection,0
17205,Enter The Ninja Collection,0
15900,Faces Of Death Collection,0
12237,Faces Of Death Collection,0
15901,Faces Of Death Collection,0
15902,Faces Of Death Collection,0
15904,Faces Of Death Collection,0
97251,Faces Of Death Collection,0
22435,Göta Kanal Collection,0
2264,The Brd Collection,0
39874,My Bloody Valentine Collection,0
31646,Piranha Collection,0
9012,Jackass Collection,64282312
12208,James Bond Collection,41744718
9021,The Santa Clause Collection,172855065
10167,Half Past Dead Collection,0
672,Harry Potter Collection,876688482
29229,Left Behind Collection,0
13888,The Blue Lagoon Collection,2807854
9538,Scanners Collection,14225876
27997,Rocky Horror Collection,0
36669,James Bond Collection,431971116
10426,Friday Collection,33526835
20992,Brother Collection,0
6007,Elling Collection,0
25239,I Spit On Your Grave (Original) Collection,0
14433,Anglo-Zulu War Collection,8000000
9932,Analyze Collection,55003135
22257,Vabank (Collection),0
35343,Jönsson Gang,0
171,The Party Collection,0
11564,Class Of 1999 Collection,0
20787,Turkish Star Wars,0
201,Star Trek: The Next Generation Collection,67312826
121,The Lord Of The Rings Collection,926287400
11317,My Girl Collection,0
4032,My Girl Collection,0
31804,Road To Collection,0
16225,Heavy Metal Collection,0
23626,Blue Collar Comedy Tour Collection,604856
9358,Final Destination Collection,90426405
15802,Tokyo Decadence Series,0
11915,Le Gendarme De St. Tropez Collection,0
29224,Jönsson Gang,0
2262,The Brd Collection,0
24830,They Call Me Bruce Collection,16894678
9699,The Pink Panther (Original) Collection,9056073
23943,Zapped Collection,0
6038,Shanghai Noon Collection,88323487
14873,The Jungle Book Collection,135680000
12139,Dennis The Menace Collection,117270765
24883,The Black Stallion Collection,9800000
17264,The Black Stallion Collection,37799643
10929,Willard,0
15347,Born Free Trilogy,0
2671,Ringu Collection,8690429
9669,Ringu Collection,18686644
42695,I Am Curious Collection,0
18992,The Flicka Collection,0
29912,Demetrius Filmreihe,36000000
2662,House Of 1000 Corpses Collection,16829545
36658,X-Men Collection,407711549
10708,Daddy Day Camp Collection,164433867
42792,Nevada Smith Collection,0
604,The Matrix Collection,738599701
1555,The Klapisch Trilogy,3897799
33875,Pokémon Collection,20867919
310,Almighty Collection,484572835
12,Finding Nemo Collection,940335536
9902,Wrong Turn Collection,28650575
584,The Fast And The Furious Collection,236350661
5921,Nevada Smith Collection,0
14676,A Man Called Horse Collection,0
10152,Dumb And Dumber Collection,39267515
20694,Rugrats Collection,0
35669,Dracula (Hammer Series),544476
170,28 Days/Weeks Later Collection,82719885
10327,Legally Blonde Collection,124914842
296,The Terminator Collection,435000000
22,Pirates Of The Caribbean Collection,655011224
8961,Bad Boys Collection,273339556
9486,Johnny English Collection,160583018
24259,Trilogie,0
1996,Tomb Raider Collection,156505388
12279,Spy Kids Collection,197011982
21882,Gator Collection,0
24993,Kickboxer Collection,1250712
4984,Gator Collection,0
8273,American Pie Collection,231449203
9257,S.W.A.T. Collection,116643346
33954,Totò Collection,0
6466,Friday The 13Th Collection,114908830
10923,Agent Cody Banks Collection,58795814
9362,Tremors Collection,48572000
936,The Pink Panther (Original) Collection,10878107
12268,The Pink Panther (Original) Collection,33833201
7504,Elements Trilogy,528972
513,Elements Trilogy,501533
11351,Jeepers Creepers Collection,63102666
2722,Sides Of The Bed,0
11547,The Cabin Fever Collection,30553394
1428,Mexico Trilogy,98185582
10617,Once Upon A Time In China Collection,3826459
10618,Once Upon A Time In China Collection,30399676
10619,Once Upon A Time In China Collection,27540561
8408,Living Dead Collection,34000000
277,Underworld Collection,95708457
17614,Yossi Collection,0
18113,Dorm Daze Collection,0
11475,Leningrad Cowboys Collection,0
11806,Beethoven Collection,147214049
10438,Beethoven Collection,118243066
9871,Ginger Snaps Collection,0
33258,American Graffiti Collection,15014674
11059,House Of The Dead Collection,13818181
24,Kill Bill Collection,180949000
9373,Texas Chainsaw (Reboot) Collection,107071655
4256,Scary Movie Collection,220673217
10009,Brother Bear Collection,0
10389,The Eye Collection,0
3117,Frankenstein (Hammer Series),0
897,The Apu Collection,170215
224,Man Of Marble/Iron Collection,0
27117,Sherlock Holmes (1939 Series),0
50553,Sherlock Holmes (1939 Series),0
44383,Sherlock Holmes (1939 Series),0
605,The Matrix Collection,424988211
11846,Father Of The Bride Collection,89325780
10147,Bad Santa Collection,76488889
9556,Darkman Collection,48878502
9065,Europa Trilogy,0
38939,Tales From The Crypt Collection,0
860,Wargames Collection,79567667
8010,Highlander Collection,15556340
951,Kindergarten Cop Collection,201957688
3176,Battle Royale Collection,25000000
11824,Teen Wolf Collection,0
1594,The Pink Panther (Original) Collection,12368234
11811,Leprechaun Collection (Original Series),8556940
9063,Europa Trilogy,0
255,The Adventures Of Antoine Doinel,0
10028,Honey Collection,62646763
122,The Lord Of The Rings Collection,1118888979
11007,Cheaper By The Dozen Collection,190212113
11429,Re-Animator Collection,0
5205,Pumping Iron Collection,0
21779,The Matt Helm Collection,16318124
1954,The Butterfly Effect Collection,96060858
14114,You Got Served Collection,0
21301,Barbershop Collection,65070412
44539,Trilogie,0
18841,The Lost Skeleton Collection,0
30566,Blacula Collection,0
42466,Blacula Collection,0
44674,Trilogie,0
9838,Allan Quatermain Collection,238227
10677,Dirty Dancing Collection,27685016
17047,Agent Cody Banks Collection,28818995
11024,Scooby-Doo Collection,181466833
553,Usa: Land Of Opportunities Collection,16680836
1487,Hellboy Collection,99318987
11137,The Prince & Me Collection,0
11358,Walking Tall Collection,57223890
2122,The Whole Nine/Ten Yards Collection,26155781
923,Living Dead Collection,55000000
34082,Road To Collection,0
393,Kill Bill Collection,152159461
10625,Mean Girls Collection,129042871
7131,Van Helsing Collection,300257475
22137,The Kingdom,0
10035,100 Girls Collection,0
20561,The Up Series,0
667,James Bond Collection,111584787
700,James Bond Collection,187500000
36670,James Bond Collection,160000000
10940,Babylon 5 Collection,0
16113,The Delta Force Collection,17768900
25508,Cat People Collection,4000000
12310,The Musketeers Collection,0
39907,Bang Rajan Collection,0
9545,Sniper Collection,18994653
10916,Babylon 5 Collection,0
10921,Babylon 5 Collection,0
10941,Babylon 5 Collection,0
14589,The Thin Man Collection,0
14594,The Thin Man Collection,0
14590,The Thin Man Collection,0
14588,The Thin Man Collection,0
14595,The Thin Man Collection,0
1583,Lammbock Collection,0
17653,The Legend Collection,3956913
11069,Tremors Collection,0
10829,Tremors Collection,0
31952,Vampire Karnstein (Hammer Series),0
54396,The Cheerleaders - Collection,0
40810,The Streetfighter Collection,0
40812,The Streetfighter Collection,0
3075,Frankenstein (Hammer Series),0
43096,The Gidget Collection,0
11506,Silence Of God Trilogy By Ingmar Bergman,0
29455,Silence Of God Trilogy By Ingmar Bergman,0
11602,Silence Of God Trilogy By Ingmar Bergman,0
42632,The Complete Monterey Pop Festival,0
10775,Infernal Affairs Collection,8708932
15618,Robot Jox Collection,0
13282,Death Race Original Collection,8000000
26268,Lew Harper Collection,12000000
250,In China They Eat Dogs Collection,0
19086,The Delta Force Collection,6698361
15824,Per Fly Trilogien (Samling),0
11315,Dead Or Alive Collection,0
5165,Alienation Trilogy,0
19128,Dr. Mabuse Collection,0
33560,Teenage Apocalypse Trilogy,0
15371,Lupin The Third Collection,0
27601,The Toxic Avenger Collection,0
17346,Grey Gardens Collection,0
809,Shrek Collection,919838758
673,Harry Potter Collection,789804554
2789,The Chronicles Of Riddick Collection,115772733
8920,Garfield Collection,200804534
11546,Police Academy Collection,126247
17481,Sherlock Holmes (1939 Series),0
27118,Sherlock Holmes (1939 Series),0
9372,Super Size Me Collection,28575078
44695,Billy Jack Collection,36000000
31217,The Human Condition,0
38582,Godzilla (Showa) Collection,0
9542,The Hitcher (1986) Collection,5844868
24236,Dexter Riley Collection,0
10606,The Philadelphia Experiment - Collezione,0
6081,The Pink Panther (Original) Collection,49579269
2330,Taxi Collection,268254
2334,Taxi Collection,65497208
2202,Lassie (Kinofilme),0
558,Spider-Man Collection,783766341
80,Before... Collection,15992615
8699,Anchorman Collection,90574188
11247,Cinderella Story Collection,70067909
36627,Trylogia Sienkiewicza,0
2502,The Bourne Collection,288500217
12625,The Magnificent Seven Collection,0
43417,The Magnificent Seven Collection,0
20408,Sherlock Holmes (1939 Series),0
18706,Sherlock Holmes (1939 Series),0
34327,Sherlock Holmes (1939 Series),0
20417,Sherlock Holmes (1939 Series),0
35780,Thunderbirds (Animation) Collection,0
25361,Thunderbirds (Animation) Collection,0
25536,Ptu Collection,0
11282,Harold & Kumar Collection,23936908
11130,The Princess Diaries Collection,95149435
395,Avp Collection,171183863
10762,Without A Paddle Collection,69631118
11026,The Exorcist Collection,78000586
36912,The Sting Collection,6347072
44415,The Benji Collection,0
11237,Anaconda Collection,70992898
13559,The Mangler Collection,0
24924,Night Of The Demons Collection,3109904
17994,Witchboard Collection,0
1577,Resident Evil Collection,129394835
27816,Basket Case Collection,0
27815,Basket Case Collection,0
29445,Europa Trilogy,0
1970,The Grudge Collection,183474602
176,Saw Collection,103911669
9806,The Incredibles Collection,631442092
9801,Bridget Jones Collection,40203020
2059,National Treasure Collection,347451894
11836,Spongebob Collection,140161792
36648,Blade Collection,128905366
28421,The Invisible Man (Universal Series),0
27503,I Love A Mystery Movie Series,0
43149,King Kong (1933 Series),0
27970,The Wolf Man (Universal Series),0
23101,Topper Collection,0
23336,Why We Fight,0
28436,Cat People Collection,0
9797,Ivan The Terrible Collection,0
31980,Road To Collection,0
4558,The Orphic Trilogy,0
43388,Allan Quatermain (1950 Series),0
30801,The Paleface Collection,0
31372,Samurai Collection,0
31374,Samurai Collection,0
31378,Samurai Collection,0
34528,The Human Condition,0
34530,The Human Condition,0
21135,Alienation Trilogy,0
17102,Dracula (Hammer Series),364937
11047,Asterix And Obelix (Animation) Collection,0
9929,Asterix And Obelix (Animation) Collection,0
29778,Dracula (Hammer Series),0
29748,Dracula (Hammer Series),0
70327,Gamera Films,0
9394,Trinità  Collection,0
34479,Dracula (Hammer Series),0
40732,The Emigrants Collection,0
18250,Dr. Phibes Collection,0
33020,Dracula (Hammer Series),0
12089,The Tall Blond Man Collection,0
41471,Lone Wolf And Cub Collection,0
17810,Lone Wolf And Cub Collection,0
9474,Nobody Collection,0
25473,Walking Tall Original Collection,0
24402,Emmanuelle Collection,0
16246,Gone In 60 Seconds Trilogy,0
28994,Mountain Family Robinson Collection,0
19174,Dolemite Collection,0
9385,Asterix And Obelix (Animation) Collection,0
28209,Emmanuelle Collection,0
10711,French Connection Collection,12484444
43430,Ирония Судьбы (Коллекция),0
47313,The Sister Street Fighter Collection,0
5725,Vixens Collection,0
38783,Trilogy Of Terror Collection,0
10640,Westworld Collection,0
5651,Vixens Collection,0
16378,The Rutles Collection,0
1362,The Lord Of The Rings Animated Collection,0
33701,French Fried Vacation,0
14087,Barefoot Gen Collection,0
1884,Star Wars: The Ewok Adventures Collection,0
27414,"Silent Night, Deadly Night Collection",0
17663,Anne Of Green Gables Collection,0
8868,Asterix And Obelix (Animation) Collection,0
29903,Barbarian Queen Collection,0
14029,Demons Collection,0
10372,Star Wars: The Ewok Adventures Collection,0
67342,Mr. Vampire Collection,0
9056,Police Story Collection,0
9318,Asterix And Obelix (Animation) Collection,0
10570,Flodder Collection,0
11471,A Better Tomorrow Collection,4469460
22572,The Frogtown Collection,0
49964,Koker Trilogy,0
30421,A Chinese Ghost Story Collection,0
18305,A Better Tomorrow Collection,0
14571,Patlabor Collection,0
20562,The Up Series,0
1483,Begotten Collection,0
34376,Mannequin Collection,3752426
29904,Barbarian Queen Collection,0
83761,Koker Trilogy,0
34683,House Of Angels Collection,0
47350,Lonesome Dove Collection,0
25684,American Ninja Collection,0
18817,The Bride With White Hair Collection,0
16437,Cyborg Collection,0
17811,The Legend Collection,2967668
12088,Fortress Collection,6739141
30366,Leningrad Cowboys Collection,0
35610,The Philadelphia Experiment - Collezione,2970
12664,Barrytown Trilogy,0
32764,Trilogía De La Violencia De Michael Haneke,0
26877,Naked Collection,0
18998,Darkman Collection,0
11067,Major League Collection,30626182
35977,Pumpkinhead Collection,0
26830,Gonin Collection,0
12613,Street Fighter Collection,0
37563,Tales Of The Four Seasons,0
27318,Jack Frost Collection,0
16003,The Hunters Collection,0
2061,Pusher Collection,0
74097,Bikini Summer Collection,0
36702,The Cremaster Cycle,0
17629,Hamilton Collection,0
9732,The Lion King Collection,0
10213,From Dusk Till Dawn Collection,0
12095,From Dusk Till Dawn Collection,0
1283,Torrente Collection,0
22140,The Kingdom,0
344,Unna Trilogie,0
15805,Batman (Dc Universe Animated) Collection,0
11508,Addams Family Collection,0
2487,Lady Snowblood Collection,0
12485,Candyman Collection,0
17074,Superman (Dc Universe Animated) Collection,0
18491,Evangelion Collection,20000000
39927,Freeway Collection,0
21348,Kirikou,0
9011,The Prophecy Collection,0
2332,Taxi Collection,60726164
20882,Osobennosti Natsionalnoy ... - Collection,0
5458,Cruel Intentions Collection,0
10482,The Big Bottom Box,0
28031,If These Walls Could Talk Collection,0
15653,A Goofy Movie Collection,0
23985,The Cremaster Cycle,0
2463,Running Out Of Time Collection,0
16874,The Wog Boy Collection,0
71138,The Female Prisoner Series,0
39872,The Female Prisoner Series,0
16234,Batman Beyond Collection,0
10706,Mimic Collection,0
17208,Paradise Lost Collection,0
10751,In China They Eat Dogs Collection,0
2899,Asterix And Obelix Collection,111127553
36243,Godzilla (Millennium) Collection,0
10726,American Psycho Collection,0
13899,Dead Or Alive Collection,0
437,Cube Collection,0
11178,My Sassy Girl Collection,0
100973,Annika Bengtzon Collection,0
21707,My Wife Is A Gangster Collection,0
36222,Dead Or Alive Collection,0
13984,Fubar Collection,0
4689,The Vengeance Collection,1954937
18248,The Foreigner Collection,0
21041,Johan Falk Collection,0
11430,The Lion King Collection,0
23986,The Cremaster Cycle,0
4326,Herr Lehmann Filmreihe,0
32250,Ju-On Collection,0
44203,Ju-On Collection,0
10891,Tremors Collection,0
12540,Bring It On Collection,0
60672,The Crimson Rivers Collection,0
14245,Sniper Collection,0
3177,Battle Royale Collection,0
10855,Naked Collection,0
12140,Ghost In The Shell Collection,9789651
12496,Samurai Trilogy,7338987
17457,The Twins Effect Collection,0
10361,Ginger Snaps Collection,0
41070,Dark Woods Collection,0
11838,Ju-On Collection,0
670,The Vengeance Collection,14980005
12583,Ginger Snaps Collection,0
9694,One Missed Call Collection,0
22537,Inuyasha Collection,0
10304,Starship Troopers Collection,0
9666,Ju-On Collection,0
9316,Ong Bak Collection,15
11647,Infernal Affairs Collection,0
10105,Saints And Soldiers Collection,0
83,Open Water Collection,54667954
14310,Infernal Affairs Collection,0
10320,The Ring Collection,161451538
3396,The Yes Men Collection,0
62276,Bummer Collection,1600000
5889,Azumi Collection,0
5460,Cruel Intentions Collection,0
8357,What The Bleep! Collection,10000000
24674,The Eye Collection,0
12597,Hellraiser Collection,0
693,Meet The Parents Collection,516642939
11804,White Noise Collection,91196419
18627,Godzilla (Showa) Collection,0
34326,The Yakuza Papers Collection,0
23832,Brancaleone Collection,1314230
11633,Appleseed Collection,1461989
12127,Pippi Longstocking,0
11626,Pippi Longstocking,0
42390,Father Flanagan Collection,0
27549,Beastmaster Collection,869325
26581,Dr. Who Collection,0
11637,The Are We Collection,97918663
12142,Alone In The Dark Collection,10442808
8968,The Boogeyman Collection,67192859
661,The Brd Collection,0
561,Constantine Collection,230884728
10214,The Mask Collection,0
3040,World Of Watches Collection,32000000
44875,Topper Collection,0
12721,"No Retreat, No Surrender Collection",4662137
27042,The Chubbchubbs Collection,0
2926,The Musketeers Collection,0
258,The Adventures Of Antoine Doinel,0
8016,War Trilogy,0
37601,The Blind Dead Collection,0
4551,Chili Palmer Collection,95226116
3115,Godzilla (Showa) Collection,0
6593,Godzilla (Heisei) Collection,0
38148,"Oh, God! Collection",0
438,Cube Collection,0
37988,Vares Collection,0
10040,Miss Congeniality Collection,0
38155,Zu Warriors Collection,0
19545,Godzilla (Showa) Collection,0
187,Sin City Collection,158733820
47406,Trilogy Of Life,0
9674,Ringu Collection,0
16250,The Love Comes Softly Collection,0
10065,The Amityville Horror Collection,108047131
13409,State Property Collection,1691706
11679,Xxx Collection,71073932
24444,Zatôichi: The Blind Swordsman,0
46594,Ukraine Trilogy,0
9463,Vampire Hunter D Collection,0
1895,Star Wars Collection,850000000
28423,The Invisible Man (Universal Series),0
953,Madagascar Collection,532680671
12700,The Exorcist Collection,251495
9779,The Sisterhood Of The Traveling Pants Collection,39053061
18289,Godzilla (Heisei) Collection,0
272,The Dark Knight Collection,374218673
15767,Godzilla (Millennium) Collection,0
11451,Herbie Collection,66002004
11683,Living Dead Collection,46770602
42488,The Emigrants Collection,0
20914,My Friends Collection,0
39464,Godzilla (Showa) Collection,0
4889,Harry Palmer Collection,0
9738,Fantastic Four Collection,330579719
1826,The Klapisch Trilogy,23727301
1696,House Of 1000 Corpses Collection,0
40254,Whispering Corridors Collection,0
6519,The Dukes Of Hazzard Collection,110803676
11453,Deuce Bigalow Collection,22400154
11328,Pusher Collection,0
22965,Mr. Wong Collection,0
9564,Asterix And Obelix Collection,1644060
9335,The Transporter Collection,85167639
17386,Enter The Ninja Collection,13168027
10753,Police Story Collection,0
11636,Police Story Collection,0
7553,Waiting Collection,18637690
8923,Green Street Hooligans Collection,3154346
647,Final Fantasy Collection,0
11968,Into The Blue Collection,44434439
533,Wallace & Gromit Collection,192452832
32237,Whispering Corridors Collection,0
9763,Goal! Collection,27610873
15493,Star Wreck Collection,0
38828,Left Behind Collection,0
1656,Zorro Collection,142400065
215,Saw Collection,152925093
10915,Nobody Collection,0
8274,American Pie (Spin-Off) Collection,0
26845,Tarzan (Johnny Weissmuller Series),0
18994,Tarzan (Johnny Weissmuller Series),0
1951,Usa: Land Of Opportunities Collection,674918
259,The Adventures Of Antoine Doinel,0
25,Jarhead Collection,96889998
23220,Dracula (Hammer Series),0
9885,Wolf Creek Collection,27762648
9392,The Descent Collection,0
674,Harry Potter Collection,895921036
7010,The Wild Geese Collection,0
3124,Frankenstein (Hammer Series),0
411,The Chronicles Of Narnia Collection,748806957
14695,Havoc Collection,0
43118,Ivan The Terrible Collection,0
21040,Johan Falk Collection,0
36775,The Matt Helm Collection,0
9641,Cheaper By The Dozen Collection,129181830
9568,The Dentist Collection,0
6935,Yamakasi - Collection,0
20641,The Love Comes Softly Collection,0
4550,The Vengeance Collection,23803308
10045,District 13 Collection,9584131
168705,Bloodrayne Collection,2405420
1690,Hostel Collection,80578934
10982,Hoodwinked! Collection,51053787
834,Underworld Collection,111340801
39345,Casper Collection,0
21519,Project A Collection,0
39788,Vabank (Collection),0
24580,Quatermass (Hammer Series),0
11246,Hellraiser Collection,0
52728,Gamera Films,0
7295,8Mm Collection,0
7509,Elements Trilogy,10422387
36768,Uuno Turhapuro,0
11183,French Fried Vacation,0
11283,Nanny Mcphee Collection,122489822
16452,The Comedians Of Comedy Collection,0
9286,Final Destination Collection,117719158
12096,The Pink Panther (Steve Martin) Collection,0
33061,Troll Collection,5450815
9975,Curious George Collection,69834815
10053,When A Stranger Calls Collection,66966987
9682,Pulse Collection,29907685
18747,Election Collection,0
14609,Ultimate Avengers Collection,6700000
950,Ice Age Collection,660940780
15590,The Prince & Me Collection,0
18009,Leprechaun Collection (Original Series),2260622
19286,Leprechaun Collection (Original Series),0
19287,Leprechaun Collection (Original Series),0
18011,Leprechaun Collection (Original Series),0
9792,The Hills Have Eyes (Reboot) Collection,69623713
11573,The Pink Panther (Original) Collection,0
46828,The Pink Panther (Original) Collection,2438031
10292,Urban Legend,0
3093,Basic Instinct Collection,38629478
4257,Scary Movie Collection,178262620
588,Silent Hill Collection,97607453
8982,The Protector Collection,27165581
956,Mission: Impossible Collection,397850012
31506,Die Nibelungen Collection,0
42512,Die Nibelungen Collection,0
34019,Samurai Trilogy,0
591,Robert Langdon Collection,767820459
36668,X-Men Collection,459359555
920,Cars Collection,461983149
58,Pirates Of The Caribbean Collection,1065659812
2295,Clerks Collection,26888376
10007,See No Evil Collection,0
8997,Hollow Man Collection,0
10947,High School Musical Collection,0
27320,Jack Frost Collection,0
9615,The Fast And The Furious Collection,158468292
9513,Garfield Collection,141702264
10770,The Sheriff And The Satellite Kid Collection,0
1452,Superman Collection,391081192
36576,The Pink Panther (Original) Collection,4491986
33005,Mimic Collection,0
32740,Krrish Collection,0
54111,Whispering Corridors Collection,0
1593,Night At The Museum Collection,574480841
1948,Crank Collection,42931041
9762,Step Up Collection,114194847
15049,Bon Cop Bad Cop Collection,12671300
58311,The Heroic Trio Collection,0
18672,Swordsman Collection,0
32761,Trilogía De La Violencia De Michael Haneke,0
5721,Vixens Collection,6000000
12094,Jackass Collection,72778712
15997,The Land Before Time Collection,0
7484,Open Season Collection,197309027
10781,Texas Chainsaw (Reboot) Collection,0
1975,The Grudge Collection,39143839
8975,The Marine Collection,22165608
10070,Feast Collection,658573
5890,Azumi Collection,0
214,Saw Collection,163876815
43071,Corto Maltese,0
14620,The Butterfly Effect Collection,0
13767,The Santa Clause Collection,84500122
36557,James Bond Collection,599045960
9836,Happy Feet Collection,384335608
15152,Oss 117 Collection,0
14457,Reeker Collection,0
10032,National Lampoon’S Van Wilder Collection,6086508
22440,Dracula (Universal Series),0
17604,She Collection,0
15077,Election Collection,0
1246,Rocky Collection,155721132
12795,Another Gay Movie Collection,745327
14277,Loose Change Collection,0
33583,Trilogy Of Life,0
1931,Stomp The Yard Collection,75511123
9992,Arthur And The Invisibles Collection,107944236
8275,American Pie (Spin-Off) Collection,0
11578,Don Camillo Collection,0
11972,Don Camillo Collection,0
36878,The Orphic Trilogy,0
36877,The Orphic Trilogy,0
13365,The Up Series,238073
51863,The Up Series,0
50754,The Up Series,0
9966,The Messengers Collection,1109660
1248,The Hannibal Lecter Anthology,82169884
14761,Cocaine Cowboys,163000
9965,Anchorman Collection,0
13127,Spl Collection,0
9958,Trailer Park Boys Collection,3833507
1250,Ghost Rider Collection,228738393
13185,Kidulthood Collection,165000
26655,Like Mike Collection,0
11841,The 36Th Chamber Of Shaolin Collection,0
83980,Billy Jack Collection,0
11945,Emil I Lönneberga,0
5691,Trilogy Of Life,0
10845,2001 Maniacs Collection,0
15582,Teen Wolf Collection,0
11330,Pusher Collection,0
10942,Babylon 5 Collection,0
7006,White Noise Collection,0
8965,Atlantis Collection,0
14624,The Ultimate Collection,0
1271,300 Collection,422610419
9793,The Hills Have Eyes (Reboot) Collection,0
20527,Samurai Trilogy,0
10172,The Are We Collection,0
10294,Vacancy Collection,35300645
1987,Trilogía De La Violencia De Michael Haneke,0
1268,Mr. Bean Collection,229736344
14636,The Condemned Collection,8642858
559,Spider-Man Collection,890871626
20553,The Up Series,0
14240,Maniac Cop Collection,0
2269,World Of Watches Collection,38862717
11798,This Is England Collection,8176544
1562,28 Days/Weeks Later Collection,64238440
810,Shrek Collection,798958165
285,Pirates Of The Caribbean Collection,961000000
14208,The Librarian Collection,0
14207,The Librarian Collection,0
24200,Henry Fool Collection,0
39465,Godzilla (Heisei) Collection,0
12561,Godzilla (Heisei) Collection,0
36679,Godzilla (Heisei) Collection,0
1691,Hostel Collection,35619521
22049,Star Crash Collection,0
1979,Fantastic Four Collection,289047763
1991,Grindhouse Collection,25037897
11211,Bring It On Collection,0
9815,Goal! Collection,0
12695,Cheech & Chong Collection,15543000
1571,Die Hard Collection,383531464
2698,Almighty Collection,173000000
1858,Transformers Collection,709709780
675,Harry Potter Collection,938212738
13491,Arn Collection,0
2503,The Bourne Collection,442824138
34588,If I Were You Collection,0
2701,The Bible Collection,0
17350,Brice Collection,0
5174,Rush Hour Collection,258022233
14144,Daddy Day Camp Collection,18197398
2082,Halloween (Rob Zombie Series) Collection,80253908
1845,2 Days In... Collection,19776159
45211,Trilogía Sollima,0
2335,Taxi Collection,0
1992,Grindhouse Collection,0
14348,Kevin Smith: Silent Bob Speaks!,0
7737,Resident Evil Collection,148412065
4517,Elizabeth Collection,74237563
4520,Sleuth Collection,342835
4513,30 Days Of Night Collection,75505973
17202,Why Did I Get Married Collection,55184721
663,Saw Collection,139352633
48301,The 36Th Chamber Of Shaolin Collection,0
7347,Elite Squad Collection,0
18442,Decoys Collection,0
5817,Living Trilogy,0
13363,The Man From Earth Collection,0
16768,Kevin Smith: Silent Bob Speaks!,0
1620,Hitman Collection,99965753
6477,Alvin And The Chipmunks Collection,361366633
7249,Futurama Collection,0
13186,Wrong Turn Collection,0
13348,Design Trilogy,0
20567,Inoshika Ocho Series,0
15495,The Hamiltons Collection,0
6637,National Treasure Collection,457363168
440,Avp Collection,41797066
6076,Keinohrhasen Filmreihe,81303447
69315,Battlestar Galactica (Reboot) Collection,0
8329,[Rec] Collection,30448000
2312,In The Name Of The King Collection,0
11908,Hatchet Collection,0
6933,One Missed Call Collection,0
7555,Rambo Collection,113244290
9030,The Eye Collection,56309766
11253,Hellboy Collection,160388063
13054,Footsoldier Collection,0
8328,Step Up Collection,150816700
13025,Living Dead Collection,5364858
13016,Zeitgeist Collection,0
10797,Anders Matthesen,0
28260,Return Of The Living Dead Collection,54207
155,The Dark Knight Collection,1004558444
18070,The Foreigner Collection,0
8456,Never Back Down Collection,41627431
19333,Godzilla (Showa) Collection,0
36223,Zebraman Collection,0
1266,Street Kings Collection,65569869
13335,Harold & Kumar Collection,43493123
9017,Outpost Collection,0
38661,Tarzan (Johnny Weissmuller Series),0
40044,Tarzan (Johnny Weissmuller Series),0
40214,Tarzan (Johnny Weissmuller Series),0
40045,Tarzan (Johnny Weissmuller Series),0
8617,Prom Night Collection,14796236
1726,Iron Man Collection,585174222
8681,Taken Collection,226830568
13001,Stargate Sg-1 Collection,8900000
8277,American Pie (Spin-Off) Collection,0
2454,The Chronicles Of Narnia Collection,419651413
217,Indiana Jones Collection,786636033
4564,Sex And The City Collection,415252786
9502,Kung Fu Panda Collection,631744560
3687,Flesh Gordon Collection,0
8909,Wanted - Collection,258270008
23676,Ten Minutes Older... (Collection),0
12889,Futurama Collection,0
13205,Bambi Collection,0
8359,An American Girl Collection,0
